ID,_CutInImage,_Npcname,_Message,_EventType1,_TypeID1,_Text1,_EventType2,_TypeID2,_Text2,_EventType3,_TypeID3,_Text3,_EventType4,_TypeID4,_Text4,_EventType5,_TypeID5,_Text5,_EventType6,_TypeID6,_Text6
99200109,534,黑月公主,睿智又聰明的我，才不會輸了這場遊戲！,4,99200109,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
99200110,96,海樂妮,哇！怎麼辦，不能讓他們知道我是誰。,4,99200110,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
99200111,871,梅麗維爾,準備去野餐吧~,10,99200111,1. 獎勵兌換,0,0,,0,0,,0,0,,0,0,,0,0,
99200112,811,都倫,這麼神秘的寶物，值得了解!,4,99200112,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
99200113,816,梅思,希望可以在這裡找到值錢的東西!,4,99200113,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
99200114,362,巨大南瓜燈籠,get ready the trick or treat!!,4,99200114,1. 任務,10,99200114,2. 兌換商店,0,0,,0,0,,0,0,,0,0,
99200115,781,大神,感恩的日子，讚美火雞~,4,99200115,1. 任務,10,99200115,2. 兌換,0,0,,0,0,,0,0,,0,0,
99200116,88,特派員辛蒂,辛蒂需要幫忙！,4,99200116,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
99200117,91,特派員貝莉,貝莉需要你的協助！,4,99200117,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
99200118,92,特派員可不可,……唉 超無言！,4,99200118,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
99200119,894,耶比蹦,慶典開始囉！一起蹦起來！！！,4,99200119,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
99200120,851,愛吃果凍的精靈,真的超~想吃黃金果凍的!!!,10,99200120,1. 獎勵兌換,0,0,,0,0,,0,0,,0,0,,0,0,
99200121,725,[活動] 洛汗,我嗅到了商機的味道，要不要算你一份？,10,99200121,1. 兌換商店,0,0,,0,0,,0,0,,0,0,,0,0,
99200122,761,[活動] 伊克納特,最近情意滿滿的巧克力變成了巧克力怪物，你有頭緒嗎？,4,99200122,1. 任務,0,0,,0,0,,0,0,,0,0,,0,0,
99200123,56,[活動] 貝伊兒,我有一個大計畫！但我需要你幫忙蒐集氣球！,10,99200123,1. 兌換商店,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
0,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
